Dates,Tickers,Tenor,DeltaStrike,Type,Data
20250313,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0187
20250513,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0198
20250414,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0213
20250314,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0187
20250514,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0202
20250415,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0216
20250515,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0202
20250416,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0216
20250516,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0202
20250417,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0204
20250317,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0187
20250418,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0203
20250318,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0192
20250319,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0192
20250519,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0202
20250320,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0192
20250520,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0202
20250421,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0208
20250321,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0192
20250521,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0202
20250422,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0208
20250522,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0204
20250423,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0203
20250523,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0202
20250424,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0203
20250224,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0183
20250324,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.019
20250425,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0205
20250225,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0185
20250325,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0187
20250226,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0185
20250326,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0187
20250526,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0202
20250227,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0185
20250327,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0192
20250527,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.02
20250428,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0205
20250228,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0186
20250328,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0192
20250528,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0199
20250429,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0207
20250529,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0203
20250430,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0207
20250530,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0199
20250331,FX.USDJPY.VOL::4Y::10DBF::MID,4Y,10,BF,0.0193
20250401,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.026
20250501,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0364
20250402,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0261
20250602,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0341
20250502,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0386
20250403,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0273
20250303,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0248
20250404,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0303
20250304,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0271
20250305,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0263
20250505,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0401
20250306,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0286
20250506,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0397
20250407,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0351
20250307,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0296
20250507,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0395
20250408,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0367
20250508,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0372
20250409,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0405
20250509,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.038
20250410,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0442
20250310,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0287
20250411,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0536
20250311,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0277
20250312,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.026
20250512,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0317
20250313,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0261
20250513,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0322
20250414,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0484
20250314,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0251
20250514,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.039
20250415,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0434
20250515,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0402
20250416,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0435
20250516,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0397
20250417,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0387
20250317,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0243
20250418,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.039
20250318,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.023
20250319,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0226
20250519,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0409
20250320,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0236
20250520,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0381
20250421,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0438
20250321,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0234
20250521,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.043
20250422,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0419
20250522,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.041
20250423,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0367
20250523,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0408
20250424,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0371
20250224,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0245
20250324,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0218
20250425,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0369
20250225,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0257
20250325,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0219
20250226,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0257
20250326,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0219
20250526,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0398
20250227,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0246
20250327,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0221
20250527,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0364
20250428,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0377
20250228,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0246
20250328,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0229
20250528,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0345
20250429,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0399
20250529,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0336
20250430,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.039
20250530,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0335
20250331,FX.USDJPY.VOL::6M::10DRR::MID,6M,10,RR,-0.0248
20250401,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0138
20250501,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0193
20250402,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0137
20250602,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0178
20250502,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0205
20250403,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0146
20250303,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.013
20250404,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0161
20250304,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0141
20250305,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0138
20250505,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0211
20250306,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0151
20250506,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.021
20250407,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0188
20250307,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0154
20250507,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0208
20250408,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0197
20250508,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0198
20250409,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0205
20250509,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0201
20250410,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0237
20250310,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0149
20250411,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0288
20250311,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0146
20250312,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0137
20250512,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0167
20250313,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0136
20250513,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0171
20250414,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0255
20250314,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0132
20250514,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0205
20250415,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0231
20250515,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0212
20250416,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0232
20250516,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0209
20250417,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0207
20250317,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0127
20250418,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0207
20250318,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0123
20250319,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0122
20250519,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0217
20250320,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0125
20250520,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0204
20250421,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0232
20250321,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0125
20250521,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0219
20250422,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.022
20250522,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0207
20250423,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0191
20250523,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0209
20250424,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0197
20250224,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0129
20250324,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0118
20250425,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0196
20250225,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0134
20250325,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0117
20250226,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0134
20250326,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0117
20250526,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0203
20250227,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0129
20250327,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0117
20250527,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0186
20250428,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.02
20250228,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0129
20250328,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0122
20250528,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0179
20250429,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0212
20250529,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0176
20250430,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0206
20250530,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.0174
20250331,FX.USDJPY.VOL::6M::25DRR::MID,6M,25,RR,-0.013
20250401,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0195
20250501,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.032
20250402,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0192
20250602,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0297
20250502,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.033
20250403,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0194
20250303,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0188
20250404,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0215
20250304,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.02
20250305,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.02
20250505,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0338
20250306,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.021
20250506,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0347
20250407,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0254
20250307,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0217
20250507,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0341
20250408,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0239
20250508,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.032
20250409,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0271
20250509,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0332
20250410,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0292
20250310,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0191
20250411,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0372
20250311,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0188
20250312,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.018
20250512,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0284
20250313,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0185
20250513,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0292
20250414,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0316
20250314,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0173
20250514,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0329
20250415,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0296
20250515,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0336
20250416,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0323
20250516,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0338
20250417,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0275
20250317,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0175
20250418,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0269
20250318,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0171
20250319,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0163
20250519,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.034
20250320,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0168
20250520,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0329
20250421,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0311
20250321,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.017
20250521,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0337
20250422,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0302
20250522,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.033
20250423,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0263
20250523,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0339
20250424,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0279
20250224,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0202
20250324,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0158
20250425,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0317
20250225,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0209
20250325,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0162
20250226,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0209
20250326,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0163
20250526,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0318
20250227,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.018
20250327,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0165
20250527,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0294
20250428,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0326
20250228,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0183
20250328,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0172
20250528,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.03
20250429,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0342
20250529,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.029
20250430,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0333
20250530,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0293
20250331,FX.USDJPY.VOL::7Y::10DRR::MID,7Y,10,RR,-0.0193
20250401,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.01
20250501,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0106
20250402,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.01
20250602,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.011
20250502,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0106
20250403,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0101
20250303,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250404,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0101
20250304,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.011
20250305,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.011
20250505,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250306,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250506,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250407,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0102
20250307,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250507,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250408,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0103
20250508,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250409,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250509,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250410,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0098
20250310,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250411,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0088
20250311,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250312,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250512,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0105
20250313,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250513,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250414,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0103
20250314,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250514,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250415,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0102
20250515,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250416,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0103
20250516,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250417,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250317,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250418,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250318,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250319,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250519,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250320,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250520,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250421,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0102
20250321,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0102
20250521,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.011
20250422,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0107
20250522,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.011
20250423,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0105
20250523,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0111
20250424,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0106
20250224,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250324,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0102
20250425,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0105
20250225,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250325,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0101
20250226,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250326,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0099
20250526,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.011
20250227,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250327,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0099
20250527,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250428,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0106
20250228,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250328,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0099
20250528,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0108
20250429,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0106
20250529,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0109
20250430,FX.USDJPY.VOL::15Y::25DBF::MID,15Y,25,BF,0.0106
